Instance,Alpha,Gamma,RandSeed,BestWireLength,Time,Iteration,BestIter,BestCost,reject_times,accept_inferior_times,update_best_times,outline_fail_times,outline_adjust_time,InitialWireLength,InitialAvgWireLength,InitialBestWireLength,InitialTime,InitialIteration,layer_0_width,layer_0_height,layer_0_fillrate,layer_0_userate,layer_1_width,layer_1_height,layer_1_fillrate,layer_1_userate
ICCAD2023_floorplanning_case_2(1),0,1,12,1.81E+07,0.792,0,0,0.702919,0,0,0,0,0.008,5.08E+07,7.22E+07,5.08E+07,0.042,420,22671,17127,0.837065,0.743754,22374,18407,0.839986,0.791621
ICCAD2023_floorplanning_case_2(1),0,1,13,2.67E+07,0.588,0,0,0.617247,0,0,0,0,0.003,5.54E+07,8.83E+07,5.45E+07,0.041,420,22942,17259,0.872885,0.790901,22968,18909,0.749103,0.744478
ICCAD2023_floorplanning_case_2(1),0,1,1,2.81E+07,3.779,0,0,0.697681,0,0,0,0,2.745,5.69E+07,8.16E+07,5.69E+07,0.068,420,22638,17028,0.894559,0.789095,21681,17358,0.866574,0.746283
ICCAD2023_floorplanning_case_2(1),0,1,2,1.64E+07,0.494,0,0,0.280952,0,0,0,0,0.002,2.28E+07,8.09E+07,2.27E+07,0.041,420,21978,18244,0.861404,0.790376,20295,17028,0.942075,0.745001
ICCAD2023_floorplanning_case_2(1),0,1,3,5.18E+07,0.529,0,0,0.759265,0,0,0,0,0.073,6.05E+07,7.97E+07,6.05E+07,0.114,420,22704,18909,0.778623,0.764921,22605,18418,0.808682,0.770448
ICCAD2023_floorplanning_case_2(1),0,1,4,2.24E+07,0.481,0,0,0.569982,0,0,0,0,0.007,3.84E+07,7.01E+07,4.00E+07,0.041,420,22968,18909,0.747804,0.743187,22671,17358,0.879707,0.792186
ICCAD2023_floorplanning_case_2(1),0,1,5,2.54E+07,4.131,0,0,0.68955,0,0,0,0,3.681,5.27E+07,8.56E+07,5.90E+07,3.722,420,22077,17412,0.872352,0.76736,22671,17345,0.853508,0.768018
ICCAD2023_floorplanning_case_2(1),0,1,6,2.53E+07,0.476,0,0,0.638647,0,0,0,0,0.015,5.74E+07,8.98E+07,5.74E+07,0.04,420,22935,18909,0.795962,0.789911,22968,17358,0.817121,0.745466
ICCAD2023_floorplanning_case_2(1),0,1,7,2.54E+07,0.549,0,0,0.575727,0,0,0,0,0.032,4.91E+07,7.53E+07,4.33E+07,0.071,420,22935,18975,0.771492,0.768299,22831,17358,0.845854,0.767076
ICCAD2023_floorplanning_case_2(1),0,1,8,1.57E+07,0.456,0,0,0.599939,0,0,0,0,0.01,4.97E+07,8.28E+07,4.97E+07,0.05,420,20196,17127,0.940062,0.744083,22671,17523,0.870438,0.79129
ICCAD2023_floorplanning_case_2(1),0,1,9,1.47E+07,1.044,0,0,0.587781,0,0,0,0,0.063,5.51E+07,9.38E+07,5.51E+07,0.1,420,20295,18777,0.911131,0.794538,19998,17160,0.943416,0.740842
ICCAD2023_floorplanning_case_2(1),0,1,10,1.80E+07,0.442,0,0,0.658981,0,0,0,0,0.003,5.38E+07,8.16E+07,5.38E+07,0.04,420,22011,18612,0.843675,0.790909,19800,17259,0.952033,0.744477
ICCAD2023_floorplanning_case_2(1),0,1,11,1.61E+07,0.468,0,0,0.294033,0,0,0,0,0.01,2.27E+07,7.73E+07,2.27E+07,0.05,420,22968,17127,0.855297,0.76991,22671,17259,0.854911,0.765466
ICCAD2023_floorplanning_case_3(1),0,1,1,9.50E+07,100.228,0,0,0.288898,0,0,0,0,13.128,6.84E+08,2.37E+09,6.84E+08,15.114,3720,40206,41062,0.807187,0.797046,39670,40416,0.780319,0.748282
ICCAD2023_floorplanning_case_3(1),0,1,2,7.67E+07,100.367,0,0,0.187722,0,0,0,0,9.889,3.14E+08,1.67E+09,3.14E+08,12.383,3720,40293,40767,0.799821,0.785794,40032,41328,0.774815,0.766704
ICCAD2023_floorplanning_case_3(1),0,1,3,7.58E+07,100.295,0,0,0.149767,0,0,0,0,13.306,3.59E+08,2.39E+09,3.59E+08,18.414,3720,40326,40341,0.812836,0.790883,39552,41052,0.778907,0.756426
ICCAD2023_floorplanning_case_3(1),0,1,4,9.38E+07,100.305,0,0,0.274135,0,0,0,0,7.516,4.77E+08,1.74E+09,4.77E+08,10.406,3720,39722,40623,0.804773,0.776702,40032,41280,0.796179,0.786929
